time,"Average fuel consumption (MPG)","Average fuel consumption (total) (MPG)","Average fuel consumption 10 sec (MPG)","Average speed (mph)","Calculated instant fuel consumption (MPG)","Calculated instant fuel rate (gal./h)","Distance travelled (miles)","Distance travelled (total) (miles)","Engine RPM (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (gallon)","Fuel used (total) (gallon)","Fuel used price ($)","Fuel used price (total) ($)","Instant engine power (based on fuel consumption) (hp)","MAF air flow rate (g/sec)","Oxygen sensor 1 Wide Range Current (mA) (mA)","Oxygen sensor 1 Wide Range Equivalence ratio ()","Throttle position (%)","Vehicle acceleration (g)","Vehicle speed (mph)",
07:58:01.188,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:01.282,,,,,,,,,724,,,,,,,,,,,,,
07:58:01.413,,,,,,,,,,,,,,,,,-0.01953125,14.6753922,,,,
07:58:01.679,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:01.811,0,32.040982418797,,,,0.183758373408065,,,,,0.000569339317463426,0.354959826940121,0.00217675501245792,1.35,2.00153424179014,2.07,,,,,,
07:58:01.912,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:02.037,,,,,,,,,738,,,,,,,,,,,,,
07:58:02.182,,,,,,,,,,,,,,,,,-0.01953125,14.70274155,,,,
07:58:02.468,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:02.610,0,32.0371825591178,,,,0.18961904689157,,,,,0.000611440320934496,0.355001927943592,0.00233771977902886,1.35,2.0653699105525,2.14,,,,,,
07:58:02.721,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:02.848,,,,,,,,,750,,,,,,,,,,,,,
07:58:02.962,,,,,,,,,,,,,,,,,-0.03515625,14.60410455,,,,
07:58:03.220,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:03.354,0,32.0338590920938,,,,0.178410976946254,,,,,0.000648271262769166,0.355038758885427,0.00247853551894535,1.35,1.94328929259822,2,,,,,,
07:58:03.480,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:03.607,,,,,,,,,741,,,,,,,,,,,,,
07:58:03.776,,,,,,,,,,,,,,,,,-0.04296875,14.598276,,,,
07:58:04.121,0,32.0304580757588,,,,0.176697387731868,,,,,0.000685969525331153,0.355076457147989,0.0026226672861986,1.35,1.92462452415614,1.98,,,,,,
07:58:04.233,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:04.361,,,,,,,,,733,,,,,,,,,,,,,
07:58:04.495,,,,,,,,,,,,,,,,,-0.0234375,14.6368341,,,,
07:58:04.740,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:04.880,0,32.0270924655985,,,,0.177121970480609,,,,,0.000723283213207982,0.355113770835865,0.00276532870905808,1.35,1.92924916734555,1.99,,,,,,
07:58:05.024,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:05.127,,,,,,,,,730,,,,,,,,,,,,,
07:58:05.265,,,,,,,,,,,,,,,,,-0.0078125,14.69736135,,,,
07:58:05.579,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:05.716,0,32.0234531328674,,,,0.173733355816751,,,,,0.000763640421535973,0.355154128044193,0.00291962642365848,1.35,1.89233967497166,1.96,,,,,,
07:58:05.815,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:05.949,,,,,,,,,736,,,,,,,,,,,,,
07:58:06.048,,,,,,,,,,,,,,,,,-0.0078125,14.71529535,,,,
07:58:06.278,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:06.499,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:06.717,,,,,,,,,,,,,,,,,-0.015625,14.67853065,,,,
07:58:06.981,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:07.132,0,32.0172876300346,,,,0.173956233758787,,,,,0.000832031717134464,0.355222519339792,0.0031811068641202,1.35,1.89476730765283,1.96,,,,,,
07:58:07.230,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:07.362,,,,,,,,,736,,,,,,,,,,,,,
07:58:07.491,,,,,,,,,,,,,,,,,-0.0078125,14.72695245,,,,
07:58:07.703,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:07.822,0,32.0142935347897,,,,0.173384270619202,,,,,0.000865253442139329,0.355255741064797,0.0033081234853313,1.35,1.88853736673809,1.96,,,,,,
07:58:08.036,,,,,,,,,733,,,,,,,,,,,,,
07:58:08.154,,,,,,,,,,,,,,,,,-0.01953125,14.67853065,,,,
07:58:08.459,0,32.0114905054745,,,,0.17573129736857,,,,,0.000896360780187494,0.355286848402845,0.00342705617089084,1.35,1.914101667935,1.98,,,,,,
07:58:08.572,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:08.739,,,,,,,,,725,,,,,,,,,,,,,
07:58:08.864,,,,,,,,,,,,,,,,,-0.03125,14.68480755,,,,
07:58:09.112,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:09.202,0,32.0082582575064,,,,0.173881877599881,,,,,0.000932238246078099,0.355322725868736,0.0035642264862304,1.35,1.89395740497804,1.96,,,,,,
07:58:09.432,,,,,,,,,729,,,,,,,,,,,,,
07:58:09.530,,,,,,,,,,,,,,,,,-0.01953125,14.66956365,,,,
07:58:09.720,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:09.841,0,32.005475174955,,,,0.174062567224821,,,,,0.000963135849474461,0.355353623472132,0.00368235729329571,1.35,1.89592551377627,1.96,,,,,,
07:58:09.962,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:10.088,,,,,,,,,732,,,,,,,,,,,,,
07:58:10.243,,,,,,,,,,,,,,,,,-0.015625,14.69556795,,,,
07:58:10.527,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:10.656,0,32.0019501755383,,,,0.172868054833223,,,,,0.0010022778801508,0.355392765502808,0.00383200901918055,1.35,1.88291463753873,1.95,,,,,,
07:58:10.784,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:10.884,,,,,,,,,727,,,,,,,,,,,,,
07:58:11.212,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:11.332,0,31.9990107359005,,,,0.173754557678522,,,,,0.00103492437633479,0.355425411998992,0.00395682636804079,1.35,1.89257061003893,1.96,,,,,,
07:58:11.455,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:11.587,,,,,,,,,735,,,,,,,,,,,,,
07:58:11.714,,,,,,,,,,,,,,,,,-0.03515625,14.6350407,,,,
07:58:12.041,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:12.147,0,31.9954173843853,,,,0.176253506052007,,,,,0.00107484160658797,0.355465329229245,0.00410944191446777,1.35,1.91978967301403,1.98,,,,,,
07:58:12.291,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:12.411,,,,,,,,,742,,,,,,,,,,,,,
07:58:12.504,,,,,,,,,,,,,,,,,-0.02734375,14.64086925,,,,
07:58:12.709,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:12.806,0,31.9925294798485,,,,0.175293524446157,,,,,0.00110692878298873,0.355497416405646,0.00423212081600082,1.35,1.90933335464354,1.97,,,,,,
07:58:12.928,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:13.050,,,,,,,,,735,,,,,,,,,,,,,
07:58:13.186,,,,,,,,,,,,,,,,,-0.0390625,14.634144,,,,
07:58:13.521,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:13.652,0,31.9888027366695,,,,0.176264305899192,,,,,0.00114834476165694,0.355538832384314,0.00439046652724297,1.35,1.91990730718517,1.98,,,,,,
07:58:13.788,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:13.889,,,,,,,,,731,,,,,,,,,,,,,
07:58:14.014,,,,,,,,,,,,,,,,,0.0078125,14.81393235,,,,
07:58:14.293,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:14.400,0,31.985547153834,,,,0.174125085334875,,,,,0.0011845325471745,0.355575020169832,0.00452882328761227,1.35,1.89660647397246,1.98,,,,,,
07:58:14.536,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:14.737,,,,,,,,,742,,,,,,,,,,,,,
07:58:14.863,,,,,,,,,,,,,,,,,0.01171875,14.8385916,,,,
07:58:15.162,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:15.267,0,31.9818239716995,,,,0.172079802303267,,,,,0.00122592701434847,0.355616414637006,0.0046870867539585,1.35,1.87432882781139,1.96,,,,,,
07:58:15.386,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:15.505,,,,,,,,,719,,,,,,,,,,,,,
07:58:15.625,,,,,,,,,,,,,,,,,0.03125,15.00761955,,,,
07:58:15.887,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:15.988,0,31.9787438340388,,,,0.171009770286179,,,,,0.00126017937639209,0.35565066699905,0.00481804380975989,1.35,1.86267381758088,1.97,,,,,,
07:58:16.108,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:16.239,,,,,,,,,735,,,,,,,,,,,,,
07:58:16.368,,,,,,,,,,,,,,,,,0,14.79330825,,,,
07:58:16.649,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:16.789,0,31.97532585173,,,,0.170845259266804,,,,,0.00129819643033986,0.355688684052997,0.00496339441211838,1.35,1.8608819295035,1.94,,,,,,
07:58:16.886,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:17.016,,,,,,,,,728,,,,,,,,,,,,,
07:58:17.149,,,,,,,,,,,,,,,,,-0.015625,14.6655285,,,,
07:58:17.366,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:17.484,0,31.9723176340103,,,,0.173222141035419,,,,,0.00133166253731147,0.355722150159969,0.00509134537890294,1.35,1.88677141775013,1.95,,,,,,
07:58:17.613,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:17.734,,,,,,,,,738,,,,,,,,,,,,,
07:58:17.868,,,,,,,,,,,,,,,,,-0.03125,14.6771856,,,,
07:58:18.086,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:18.238,0,31.9689946454052,,,,0.176635014916605,,,,,0.00136863775860563,0.355759125381263,0.00523271274247691,1.35,1.9239451465409,1.99,,,,,,
07:58:18.431,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:18.531,,,,,,,,,737,,,,,,,,,,,,,
07:58:18.629,,,,,,,,,,,,,,,,,-0.015625,14.69377455,,,,
07:58:18.881,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:19.009,0,31.9656678206449,,,,0.172889153671271,,,,,0.00140566336600559,0.355796150988663,0.00537427274724919,1.35,1.88314445045028,1.95,,,,,,
07:58:19.110,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:19.243,,,,,,,,,730,,,,,,,,,,,,,
07:58:19.350,,,,,,,,,,,,,,,,,-0.0234375,14.6718054,,,,
07:58:19.581,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:19.678,0,31.962748503701,,,,0.174923910304036,,,,,0.00143815999976786,0.355828647622425,0.00549851712711247,1.35,1.90530744089613,1.97,,,,,,
07:58:19.832,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:20.110,,,,,,,,,,,,,,,,,-0.00390625,14.7525084,,,,
07:58:20.349,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:20.500,0,31.9591789214093,,,,0.173966996133882,,,,,0.00147790318724314,0.355868390809901,0.00565046725578668,1.35,1.89488453367022,1.97,,,,,,
07:58:20.623,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:20.754,,,,,,,,,730,,,,,,,,,,,,,
07:58:20.873,,,,,,,,,,,,,,,,,-0.03125,14.6359374,,,,
07:58:21.066,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:21.193,0,31.9561763581273,,,,0.173572363474714,,,,,0.00151134014639276,0.35590182776905,0.00577830678170343,1.35,1.89058611305621,1.95,,,,,,
07:58:21.292,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:21.493,,,,,,,,,727,,,,,,,,,,,,,
07:58:21.589,,,,,,,,,,,,,,,,,-0.0234375,14.66418345,,,,
07:58:21.830,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:21.929,0,31.9529671826032,,,,0.175014829877068,,,,,0.00154708491551422,0.355937572538172,0.00591496975748553,1.35,1.90629775570627,1.97,,,,,,
07:58:22.061,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:22.187,,,,,,,,,725,,,,,,,,,,,,,
07:58:22.291,,,,,,,,,,,,,,,,,-0.01953125,14.696913,,,,
07:58:22.548,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:22.645,0,31.9498816702327,,,,0.172852234083849,,,,,0.00158145905794437,0.355971946680602,0.0060463924162387,1.35,1.88274231466159,1.95,,,,,,
07:58:22.767,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:22.889,,,,,,,,,736,,,,,,,,,,,,,
07:58:23.041,,,,,,,,,,,,,,,,,-0.03515625,14.64624945,,,,
07:58:23.425,0,31.9465269161756,,,,0.172560667631194,,,,,0.00161884022101997,0.356009327843677,0.00618931181702565,1.35,1.87956651250399,1.94,,,,,,
07:58:23.805,,,,,,,,,732,,,,,,,,,,,,,
07:58:23.905,,,,,,,,,,,,,,,,,-0.01953125,14.66418345,,,,
07:58:24.122,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:24.229,0,31.9430733060826,,,,0.172349629422087,,,,,0.00165733111374259,0.3560478187364,0.00633647404717203,1.35,1.87726784064475,1.94,,,,,,
07:58:24.329,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:24.459,,,,,,,,,735,,,,,,,,,,,,,
07:58:24.581,,,,,,,,,,,,,,,,,-0.02734375,14.6475945,,,,
07:58:24.891,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:24.980,0,31.9398427989437,,,,0.17254482183986,,,,,0.00169334303238177,0.356083830655039,0.00647415841570522,1.35,1.87939391686464,1.94,,,,,,
07:58:25.069,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:25.281,,,,,,,,,,,,,,,,,-0.0234375,14.6762889,,,,
07:58:25.538,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:25.666,0,31.9368978880981,,,,0.172207470199432,,,,,0.00172617762823058,0.356116665250888,0.00659969492601397,1.35,1.87571941296413,1.94,,,,,,
07:58:25.765,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:25.886,,,,,,,,,735,,,,,,,,,,,,,
07:58:26.006,,,,,,,,,,,,,,,,,-0.03125,14.63459235,,,,
07:58:26.333,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:26.452,0,31.9335191350669,,,,0.172698119834203,,,,,0.00176385685353282,0.35615434447619,0.00674375390811203,1.35,1.88106367035225,1.94,,,,,,
07:58:26.577,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:26.708,,,,,,,,,733,,,,,,,,,,,,,
07:58:26.816,,,,,,,,,,,,,,,,,-0.0078125,14.72067555,,,,
07:58:27.061,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:27.198,0,31.9303626722078,,,,0.169918238418284,,,,,0.00179906434465932,0.356189551967317,0.006878362708936,1.35,1.85078462652483,1.92,,,,,,
07:58:27.295,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:27.432,,,,,,,,,732,,,,,,,,,,,,,
07:58:27.531,,,,,,,,,,,,,,,,,-0.0390625,14.63548905,,,,
07:58:27.784,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:28.041,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:28.176,,,,,,,,,730,,,,,,,,,,,,,
07:58:28.306,,,,,,,,,,,,,,,,,-0.01953125,14.7004998,,,,
07:58:28.546,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:28.780,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:28.928,,,,,,,,,731,,,,,,,,,,,,,
07:58:29.053,,,,,,,,,,,,,,,,,-0.01953125,14.68660095,,,,
07:58:29.292,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:29.458,0,31.920630028659,,,,0.172973600551594,,,,,0.0019076670239296,0.356298154646587,0.00729358333259005,1.35,1.88406426335155,1.95,,,,,,
07:58:29.618,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:29.752,,,,,,,,,725,,,,,,,,,,,,,
07:58:29.891,,,,,,,,,,,,,,,,,-0.0390625,14.60858805,,,,
07:58:30.128,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:30.236,0,31.9172964007228,,,,0.172113753360583,,,,,0.00194488087396939,0.356335368496627,0.00743586304544718,1.35,1.87469862975567,1.93,,,,,,
07:58:30.368,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:30.494,,,,,,,,,732,,,,,,,,,,,,,
07:58:30.596,,,,,,,,,,,,,,,,,-0.0234375,14.67942735,,,,
07:58:30.847,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:30.992,0,31.9140597420608,,,,0.172170652378004,,,,,0.0019810196781944,0.356371507300852,0.00757403253564065,1.35,1.87531838563171,1.94,,,,,,
07:58:31.256,,,,,,,,,722,,,,,,,,,,,,,
07:58:31.390,,,,,,,,,,,,,,,,,-0.02734375,14.6413176,,,,
07:58:31.650,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:31.784,0,31.9106762800733,,,,0.171729006177972,,,,,0.00201880544737718,0.356409293070035,0.00771849886695716,1.35,1.87050788379865,1.93,,,,,,
07:58:31.907,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:32.003,,,,,,,,,732,,,,,,,,,,,,,
07:58:32.332,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:32.473,0,31.9077030825371,,,,0.173508581371526,,,,,0.00205201608711717,0.356442503709775,0.00784547310587507,1.35,1.88989138518517,1.95,,,,,,
07:58:32.628,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:32.788,,,,,,,,,734,,,,,,,,,,,,,
07:58:32.914,,,,,,,,,,,,,,,,,-0.0234375,14.6529747,,,,
07:58:33.427,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:33.558,0,31.9030762339767,,,,0.171592388034633,,,,,0.00210371033356119,0.356494197956219,0.0080431157183045,1.35,1.86901981070096,1.93,,,,,,
07:58:33.702,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:33.804,,,,,,,,,724,,,,,,,,,,,,,
07:58:33.922,,,,,,,,,,,,,,,,,-0.015625,14.6915328,,,,
07:58:34.167,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:34.323,0,31.8998190946924,,,,0.171142041801387,,,,,0.00214011026590441,0.356530597888562,0.00818228357963233,1.35,1.8641145463052,1.93,,,,,,
07:58:34.436,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:34.554,,,,,,,,,732,,,,,,,,,,,,,
07:58:34.679,,,,,,,,,,,,,,,,,-0.01171875,14.73233265,,,,
07:58:34.934,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:35.034,0,31.896770775448,,,,0.172436660679527,,,,,0.00217418327882452,0.356564670901482,0.0083125549299298,1.35,1.87821580311656,1.95,,,,,,
07:58:35.172,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:35.277,,,,,,,,,727,,,,,,,,,,,,,
07:58:35.416,,,,,,,,,,,,,,,,,-0.03515625,14.6296605,,,,
07:58:35.659,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
07:58:35.962,,,,0,0,,0,11.373243681587,,,,,,,,,,,,0,0,
07:58:36.095,,,,,,,,,737,,,,,,,,,,,,,
07:58:36.222,,,,,,,,,,,,,,,,,-0.0234375,14.6691153,,,,
07:58:36.471,,,,,,,,,,1,,,,,,,,,10.5882352941176,,,
